pl_name,pl_orbper,pl_rade,st_teff,st_rad,sy_snum,sy_pnum,disc_year,discoverymethod,target_confirmed
Kepler-1146 b,2.352265797,1.35,4816.0,0.757,1.0,1.0,2016.0,Transit,1
3731.01,5.6619072,10.5138,6294.0,1.37,1.0,1.0,2016.0,Transit,0
Kepler-451 c,1460.0,2.4,29564.0,0.203,2.0,3.0,2022.0,Eclipse Timing Variations,1
HD 1605 b,577.2,2.4,4915.0,3.49,1.0,2.0,2015.0,Radial Velocity,1
991.01,2.4843225,12.9191,9855.0,2.13,1.0,1.0,2016.0,Transit,0
6132.01,18.8155978,14.443,5641.0,1.14,1.0,1.0,2016.0,Transit,0
6416.01,8.2330943,2.4,5550.5,0.95,1.0,1.0,2016.0,Transit,0
EPIC 201497682 b,2.13174,0.692,5550.5,0.95,1.0,1.0,2019.0,Transit,1
Kepler-1997 b,26.7575859,2.51,6197.0,1.035,1.0,1.0,2023.0,Transit,1
HD 22946 d,47.42489,2.607,6169.0,1.117,1.0,3.0,2023.0,Transit,1
1403.01,2.3359622,18.3852989,7577.0,2.0780001,1.0,1.0,2016.0,Transit,0
7001.01,16.3475547,13.2139,3662.0,0.65,1.0,1.0,2016.0,Transit,0
Kepler-1806 b,9.03322647,2.05,5311.0,0.788,1.0,1.0,2021.0,Transit,1
2289.01,63.39545,3.3507179,5717.0,1.0149601,1.0,1.0,2016.0,Transit,0
alf Ari b,380.8,2.4,4553.0,13.9,1.0,1.0,2010.0,Radial Velocity,1
1482.01,5.7121916,15.4584,6720.0,1.79,1.0,1.0,2016.0,Transit,0
Kepler-220 b,4.159817122,0.83,4709.0,0.685,1.0,4.0,2014.0,Transit,1
4947.01,4.1400273,12.7772,6639.0,1.85,1.0,1.0,2016.0,Transit,0
Kepler-68 c,9.604979,0.927,5875.23,1.25931,2.0,4.0,2013.0,Transit,1
Kepler-1351 b,0.916140768,0.65,4439.0,0.67,1.0,1.0,2016.0,Transit,1
HD 33564 b,388.0,2.4,6250.0,0.95,1.0,1.0,2005.0,Radial Velocity,1
Kepler-1690 b,234.636,2.81109223,5404.0,0.862346,1.0,1.0,2020.0,Transit,1
Kepler-18 b,3.504691252,2.4,5359.0,0.951815,1.0,3.0,2011.0,Transit,1
5000.02,15.3392841,11.7705,5483.0,1.02,1.0,1.0,2016.0,Transit,0
Kepler-695 b,3.040330424,9.17,5035.0,0.791,1.0,1.0,2016.0,Transit,1
TOI-771 b,2.326021,1.422,3201.0,0.242,1.0,2.0,2024.0,Transit,1
1260.02,7.4931613,2.7733674,4225.0,0.693431,1.0,1.0,2016.0,Transit,0
TOI-1452 b,11.06201,1.672,3185.0,0.275,2.0,1.0,2022.0,Transit,1
Kepler-512 b,34.43587975,1.98,6100.0,0.963,1.0,1.0,2016.0,Transit,1
2868.01,9.3803217,12.1477,5817.0,1.27,1.0,1.0,2016.0,Transit,0
Kepler-56 b,10.5034294,3.84,4931.0,3.14,1.0,3.0,2012.0,Transit,1
2379.01,5.4693888,11.5779216,3770.0,0.638902,1.0,1.0,2016.0,Transit,0
Kepler-859 b,20.381496177,2.4,4898.0,0.731858,1.0,1.0,2016.0,Transit,1
Kepler-923 b,6.93366476,1.462,5987.0,1.287,1.0,1.0,2016.0,Transit,1
280.01,10.1843061,2.4497061,5454.0,0.782681,1.0,1.0,2016.0,Transit,0
5532.02,2.3929801,1.6929049,3975.0,0.662052,1.0,1.0,2016.0,Transit,0
Kepler-1291 b,8.63043276,1.57,5354.0,0.765,1.0,1.0,2016.0,Transit,1
4869.01,3.0978928,2.4,5962.0,0.95,1.0,1.0,2016.0,Transit,0
1293.01,1.6849938,3.76716,5923.0,1.11,1.0,1.0,2016.0,Transit,0
HAT-P-11 b,4.887802443,4.36,4780.0,0.683,1.0,2.0,2008.0,Transit,1
Kepler-336 c,9.59993139,1.99,5911.0,1.21,1.0,3.0,2014.0,Transit,1
HD 129445 b,1802.0,2.4,5646.0,0.95,1.0,1.0,2009.0,Radial Velocity,1
7072.01,0.8118915,6.54453,6019.0,1.71,1.0,1.0,2016.0,Transit,0
178.02,20.708504,3.751004,4111.0,0.701202,1.0,1.0,2016.0,Transit,0
Kepler-318 c,11.8150005,2.4,5940.12,0.948492,1.0,2.0,2014.0,Transit,1
Kepler-1545 b,163.692336,2.4,5112.8,0.926681,1.0,1.0,2016.0,Transit,1
2147.01,26.2049782,10.15497,6115.0,1.3363301,1.0,1.0,2016.0,Transit,0
2164.01,1.09333,12.2642,5274.0,3.39,1.0,1.0,2016.0,Transit,0
5718.01,716.8426894,2.6487075,3922.0,0.672256,1.0,1.0,2016.0,Transit,0
6913.01,0.5843146,5.71748,6870.8,1.46,1.0,1.0,2016.0,Transit,0
KIC 5437945 b,440.786134,8.993,6054.0,1.868,1.0,2.0,2015.0,Transit,1
2016.01,6.8161105,2.98458,5175.0,0.84,1.0,1.0,2016.0,Transit,0
1587.01,12.5343031,8.71775,7275.0,2.51,1.0,1.0,2016.0,Transit,0
1918.01,3.39829,7.06633,6271.0,1.09,1.0,1.0,2016.0,Transit,0
6978.01,9.1258136,0.9704787,4747.13,0.750709,1.0,1.0,2016.0,Transit,0
3700.01,4.4184429,12.8324877,6166.0,1.11999,1.0,1.0,2016.0,Transit,0
Kepler-674 b,2.243381847,1.32,3741.0,0.45,1.0,1.0,2016.0,Transit,1
1362.01,1.9173816,17.5081,8129.0,7.39,1.0,1.0,2016.0,Transit,0
HD 13908 c,931.0,2.4,6255.0,1.67,1.0,2.0,2013.0,Radial Velocity,1
1626.01,3.3326189,15.6399082,5768.2,1.6948299,1.0,1.0,2016.0,Transit,0
3484.01,5.1890769,15.2719,6195.0,1.81,1.0,1.0,2016.0,Transit,0
5840.01,4.006489,16.2059,6600.0,1.49,1.0,1.0,2016.0,Transit,0
LHS 3154 b,3.71778,2.4,2861.0,0.1405,1.0,1.0,2023.0,Radial Velocity,1
Kepler-303 c,7.061193,1.49,4212.0,0.547,1.0,2.0,2014.0,Transit,1
Kepler-984 b,43.0342272,2.063,5601.0,0.919,1.0,1.0,2016.0,Transit,1
Kepler-155 c,52.6615266,1.87,3984.0,0.539,1.0,2.0,2014.0,Transit,1
683.01,3.4058895,17.2861065,6302.0,1.26867,1.0,1.0,2016.0,Transit,0
5257.01,3.1979646,12.9757,5990.0,2.93,1.0,1.0,2016.0,Transit,0
6748.01,4.5932835,11.9834,5988.0,1.41,1.0,1.0,2016.0,Transit,0
4963.01,2.365766,2.4,4057.4,0.95,1.0,1.0,2016.0,Transit,0
HD 111998 b,825.9,2.4,6557.0,1.45,1.0,1.0,2016.0,Radial Velocity,1
TOI-3682 b,3.3462671,12.1727,5501.0,1.91,1.0,1.0,2025.0,Transit,1
2327.01,82.7899763,3.1369358,6115.0,0.957772,1.0,1.0,2016.0,Transit,0
Kepler-1899 b,4.095779896,1.55098292,4791.0,0.742,1.0,1.0,2021.0,Transit,1
4583.01,19.5202386,2.4,5780.0,0.95,1.0,1.0,2016.0,Transit,0
2579.01,3.7146478,15.2308,5783.0,1.32,1.0,1.0,2016.0,Transit,0
3235.01,2.5926199,11.0137,3375.0,0.37,1.0,1.0,2016.0,Transit,0
WASP-160 B b,3.7684981,12.5471,5160.0,0.87,2.0,1.0,2018.0,Transit,1
Kepler-217 d,3.88688862,2.4,6658.99,1.78903,1.0,3.0,2016.0,Transit,1
926.01,1.7957918,7.76436,5658.4,2.61,1.0,1.0,2016.0,Transit,0
K2-8 b,10.3516,2.86,5550.5,0.712,1.0,2.0,2015.0,Transit,1
2487.01,3.4024655,15.364,5822.0,1.21,1.0,1.0,2016.0,Transit,0
Kepler-1575 b,2.55314213,1.33,5970.0,0.908,1.0,1.0,2016.0,Transit,1
Kepler-369 b,2.732786,1.6,3737.0,0.6,1.0,2.0,2014.0,Transit,1
1557.01,1.08697,4.98445,5751.0,1.69,1.0,1.0,2016.0,Transit,0
5791.01,2.2906144,4.657,5651.0,1.22,1.0,1.0,2016.0,Transit,0
7251.01,11.5588657,5.14186,5029.0,0.8,1.0,1.0,2016.0,Transit,0
6787.01,2.9588636,16.201,6405.0,1.74,1.0,1.0,2016.0,Transit,0
Kepler-1565 b,1.538185321,2.4,4872.0,0.732828,1.0,1.0,2016.0,Transit,1
WASP-107 b,5.72148926,2.4,4430.0,0.66,1.0,2.0,2017.0,Transit,1
3265.01,3.3792968,2.4,6125.1,0.95,1.0,1.0,2016.0,Transit,0
Kepler-1728 b,4.78300387,2.4,5021.0,0.818491,1.0,1.0,2021.0,Transit,1
6103.01,3.2422424,13.8082328,7069.0,1.30309,1.0,1.0,2016.0,Transit,0
Kepler-300 c,40.714955,2.25,5986.0,0.9,1.0,2.0,2014.0,Transit,1
HD 222582 b,572.38,2.4,5790.0,1.13,2.0,1.0,1999.0,Radial Velocity,1
875.01,11.020153,2.343228,4407.0,0.719466,1.0,1.0,2016.0,Transit,0
6760.01,5.2820398,9.84673,5415.0,1.05,1.0,1.0,2016.0,Transit,0
7345.01,8.407133,5.06899,6126.0,1.33,1.0,1.0,2016.0,Transit,0
7496.01,3.5841,9.8525685,5553.0,1.11542,1.0,1.0,2016.0,Transit,0
Kepler-1738 b,7.6746614,2.8,6063.0,1.001,1.0,1.0,2021.0,Transit,1
3461.01,11.4483792,10.4552,6175.0,1.28,1.0,1.0,2016.0,Transit,0
HD 83443 b,2.98566,2.4,5429.16,1.015179,1.0,2.0,2002.0,Radial Velocity,1
HATS-77 b,3.08762973344,13.90112935,4105.0,0.69386,1.0,1.0,2021.0,Transit,1
Kepler-315 b,96.105471,4.564,5683.0,1.024,1.0,2.0,2014.0,Transit,1
1413.01,6.1182129,6.1579891,5427.0,0.890109,1.0,1.0,2016.0,Transit,0
6815.01,17.9217736,16.7867,5144.1,0.76,1.0,1.0,2016.0,Transit,0
4478.01,2.7586362,7.78435,5774.0,1.17,1.0,1.0,2016.0,Transit,0
Kepler-274 b,11.634864,1.8,6020.0,1.008,1.0,2.0,2014.0,Transit,1
1561.01,2.27456,13.266,6777.0,3.35,1.0,1.0,2016.0,Transit,0
1126.01,1.6268695,2.36498,5034.0,0.73,1.0,1.0,2016.0,Transit,0
HD 28185 c,17417.92079,2.4,5550.5,0.95,1.0,2.0,2022.0,Radial Velocity,1
6231.01,24.8366994,8.57154,6334.0,0.89,1.0,1.0,2016.0,Transit,0
742.01,0.961917,7.004838,8688.0,1.82039,1.0,1.0,2016.0,Transit,0
K2-221 b,2.398982,1.98,5550.5,1.0711,1.0,1.0,2018.0,Transit,1
6591.01,5.7881587,11.6578,5668.0,3.74,1.0,1.0,2016.0,Transit,0
271.01,2.4759733,2.8062638,6025.0,1.33012,1.0,1.0,2016.0,Transit,0
3312.01,5.3890264,2.4,3930.3,0.95,1.0,1.0,2016.0,Transit,0
Kepler-113 c,8.925079516,2.36,4728.0,0.693,1.0,2.0,2014.0,Transit,1
4401.01,0.450264,1.7032799,5366.0,0.898718,1.0,1.0,2016.0,Transit,0
1108.01,7.14386,22.1531,7860.0,1.91,1.0,1.0,2016.0,Transit,0
Kepler-952 b,130.3546919,7.65,5730.0,0.99,1.0,1.0,2016.0,Transit,1
3520.01,3.0086349,13.7329,5984.0,1.46,1.0,1.0,2016.0,Transit,0
6305.01,6.6245939,8.74267,5874.0,1.29,1.0,1.0,2016.0,Transit,0
TOI-1272 c,8.689,2.4,4985.0,0.788,1.0,2.0,2022.0,Radial Velocity,1
869.01,26.2588239,2.0533305,5908.0,1.24841,1.0,1.0,2016.0,Transit,0
2532.01,16.7224532,9.46753,5560.0,0.88,1.0,1.0,2016.0,Transit,0
TOI-2207 b,8.00048904124,10.97092652,6146.0,1.55738,1.0,1.0,2022.0,Transit,1
TOI-3023 b,3.9014971,16.43236571,5760.0,1.668,1.0,1.0,2023.0,Transit,1
7238.01,3.930467,12.1575,4913.0,0.91,1.0,1.0,2016.0,Transit,0
Kepler-395 c,34.989988578,2.4,3897.0,0.644287,1.0,2.0,2014.0,Transit,1
5857.01,3.415047,11.3277,5449.0,1.12,1.0,1.0,2016.0,Transit,0
Kepler-24 e,18.99850923,2.36,6038.0,1.088,1.0,4.0,2014.0,Transit,1
HD 70642 b,2101.0,2.4,5732.0,0.95,1.0,1.0,2003.0,Radial Velocity,1
4132.01,11.7647926,11.5240963,5801.0,1.69397,1.0,1.0,2016.0,Transit,0
6060.01,3.3906311,8.3102,7373.8,3.54,1.0,1.0,2016.0,Transit,0
3411.01,7.0628019,2.4,5550.5,0.95,1.0,1.0,2016.0,Transit,0
WASP-68 b,5.0843,14.79588,5910.0,1.79,2.0,1.0,2014.0,Transit,1
K2-61 b,2.57333,2.03,5550.5,1.046,1.0,1.0,2016.0,Transit,1
Kepler-379 c,62.7843981,2.28,6053.0,1.26,1.0,2.0,2014.0,Transit,1
5370.01,3.7539574,14.5318,6350.0,1.5,1.0,1.0,2016.0,Transit,0
3723.01,3.9442027,14.6517,6518.1,1.22,1.0,1.0,2016.0,Transit,0
1346.01,5.5025577,2.7049797,4965.0,0.784109,1.0,1.0,2016.0,Transit,0
3689.01,2.4145007,15.7019,6391.0,1.67,1.0,1.0,2016.0,Transit,0
Kepler-1423 b,23.9554708349,2.4,5550.5,0.95,1.0,1.0,2016.0,Transit,1
1979.01,1.30924,2.4,8832.5,0.95,1.0,1.0,2016.0,Transit,0
5946.01,5.754879,12.52,6742.0,2.95,1.0,1.0,2016.0,Transit,0
5012.01,4.18438,14.8687,10708.0,1.82,1.0,1.0,2016.0,Transit,0
3899.01,5.2077671,2.66176,5522.5,0.92,1.0,1.0,2016.0,Transit,0
7461.01,5.9605542,2.964673,5219.54,0.943064,1.0,1.0,2016.0,Transit,0
Kepler-90 i,14.44912,1.32,6015.0,1.29,1.0,8.0,2017.0,Transit,1
Kepler-373 b,5.535301,1.47,5803.0,0.87,1.0,2.0,2014.0,Transit,1
Kepler-1794 b,9.76293284,2.4,4940.0,0.675927,1.0,1.0,2021.0,Transit,1
Kepler-1219 b,16.10474503,2.4,5799.61,2.87486,1.0,1.0,2016.0,Transit,1
Kepler-387 b,6.79164786,1.08,6303.0,1.06,1.0,2.0,2014.0,Transit,1
Kepler-1157 b,4.45743164,1.09,4679.0,0.71,1.0,1.0,2016.0,Transit,1
51 Peg b,4.2307969,2.4,5760.76,1.186744,1.0,1.0,1995.0,Radial Velocity,1
4196.01,3.125924,17.3686,5828.0,1.24,1.0,1.0,2016.0,Transit,0
GJ 9827 d,6.20183,1.955,4294.0,0.579,1.0,3.0,2017.0,Transit,1
K2-338 b,3.85064,1.073,5550.5,0.51,1.0,1.0,2021.0,Transit,1
K2-64 b,6.53142,2.79,5550.5,0.867,1.0,1.0,2016.0,Transit,1
WASP-23 b,2.9444256,10.783,5150.0,0.765,1.0,1.0,2010.0,Transit,1
K2-411 b,3.2141,0.9898,5711.0,1.375,1.0,1.0,2022.0,Transit,1
HATS-22 b,4.7228189,2.4,4803.0,0.689,1.0,1.0,2017.0,Transit,1
673.01,10.5426254,22.0104106,6114.0,1.65817,1.0,1.0,2016.0,Transit,0
672.01,3.6335834,5.1614854,3765.0,0.544068,1.0,1.0,2016.0,Transit,0
Kepler-1814 c,0.626281378,1.71,4922.0,0.823,1.0,2.0,2023.0,Transit,1
WASP-5 b,1.62843,2.4,5700.0,1.029,1.0,1.0,2008.0,Transit,1
BD+48 738 b,392.6,2.4,4414.0,11.0,1.0,1.0,2011.0,Radial Velocity,1
4798.01,5.5261155,9.00518,4824.0,0.84,1.0,1.0,2016.0,Transit,0
3551.01,3.1940809,12.9018,6417.0,2.24,1.0,1.0,2016.0,Transit,0
4320.01,25.1290153,1.93226,5871.0,1.04,1.0,1.0,2016.0,Transit,0
3196.01,4.9816829,9.90628,5670.0,0.91,1.0,1.0,2016.0,Transit,0
TOI-1743 b,4.2660553,3.30511,3281.0,0.32,1.0,1.0,2025.0,Transit,1
Kepler-741 b,7.03902016,2.4,5944.0,1.38133,1.0,1.0,2016.0,Transit,1
HD 3167 e,96.63,2.4,5261.0,0.88,1.0,4.0,2022.0,Radial Velocity,1
Kepler-75 b,8.88492268,12.384,5306.0,0.948,1.0,1.0,2013.0,Transit,1
1999.01,7.2133579,21.2234,5843.0,1.16,1.0,1.0,2016.0,Transit,0
3891.01,2.7694074,3.02805,5269.6,0.94,1.0,1.0,2016.0,Transit,0
K2-102 b,9.9147,2.4,4638.0,0.768432,1.0,1.0,2016.0,Transit,1
7454.01,3.1733972,17.95,6227.0,2.23,1.0,1.0,2016.0,Transit,0
4115.01,2.9855843,10.0005,4602.0,0.82,1.0,1.0,2016.0,Transit,0
4690.01,11.5341529,6.82739,6356.0,1.51,1.0,1.0,2016.0,Transit,0
1136.04,18.795547,2.1597669,5729.0,0.977727,1.0,1.0,2016.0,Transit,0
790.01,199.5779073,6.9936043,6988.0,1.4608001,1.0,1.0,2016.0,Transit,0
Kepler-162 c,19.44638698,4.19,6089.0,1.2,1.0,2.0,2014.0,Transit,1
HD 31527 c,51.2053,2.4,5898.0,0.95,1.0,3.0,2019.0,Radial Velocity,1
HD 133131 A c,3568.0,2.4,5799.0,0.95,2.0,3.0,2016.0,Radial Velocity,1
6515.01,3.8149372,13.2182,5709.0,1.89,1.0,1.0,2016.0,Transit,0
1692.01,17.7286608,4.9572307,6554.0,1.45796,1.0,1.0,2016.0,Transit,0
Kepler-617 b,1.68,1.45,5550.5,0.95,1.0,1.0,2016.0,Transit,1
HD 191939 b,8.8803256,3.41,5348.0,0.94,1.0,6.0,2020.0,Transit,1
Kepler-1642 b,12.2064304,5.41,5254.0,1.514,1.0,2.0,2016.0,Transit,1
Kepler-416 d,3.07644709,2.4,5620.27,1.08916,1.0,3.0,2023.0,Transit,1
799.01,5.5451661,1.9448048,5643.0,0.915519,1.0,1.0,2016.0,Transit,0
Kepler-475 b,3.105508189,2.66,4938.0,0.842,1.0,1.0,2016.0,Transit,1
1405.01,12.64001,2.4,5195.1,0.95,1.0,1.0,2016.0,Transit,0
UZ For c,1916.25,2.4,5550.5,0.95,2.0,2.0,2011.0,Eclipse Timing Variations,1
Kepler-478 b,13.2217576,2.71,5210.0,0.8,1.0,1.0,2016.0,Transit,1
3197.01,2.1972485,2.4,5146.9,0.95,1.0,1.0,2016.0,Transit,0
IRAS 04125+2902 b,8.834978,10.73820351,4080.0,1.45,2.0,1.0,2024.0,Transit,1
2482.01,14.9315582,1.58293,4779.1,0.61,1.0,1.0,2016.0,Transit,0
5804.01,1.7615631,6.69058,6270.7,1.95,1.0,1.0,2016.0,Transit,0
4216.01,2.1816809,2.4,8582.7,0.95,1.0,1.0,2016.0,Transit,0
Kepler-197 c,10.35,1.23,5550.5,1.12,2.0,4.0,2014.0,Transit,1
K2-147 b,0.961918,0.73,3775.0,0.31,1.0,1.0,2018.0,Transit,1
2134.02,95.8531625,5.95763,4406.0,0.77,1.0,1.0,2016.0,Transit,0
HD 106252 b,1600.0,2.4,5896.0,1.05,1.0,1.0,2002.0,Radial Velocity,1
Kepler-1904 b,4.57699384,1.37,3805.0,0.497,1.0,1.0,2021.0,Transit,1
Ross 128 b,9.8658,2.4,3192.0,0.1967,1.0,1.0,2017.0,Radial Velocity,1
815.02,734.4987702,2.1838,4953.9,0.76,1.0,1.0,2016.0,Transit,0
2693.01,1.3225635,11.5804,5388.0,0.97,1.0,1.0,2016.0,Transit,0
Kepler-100 c,12.81587113,2.4,5859.0,1.5582,1.0,4.0,2014.0,Transit,1
5988.01,0.8374997,2.0046235,5706.0,1.08974,1.0,1.0,2016.0,Transit,0
5593.01,4.7974601,10.4912,6549.4,1.51,1.0,1.0,2016.0,Transit,0
Kepler-1406 b,11.62904159,1.31,5721.0,1.131,1.0,1.0,2016.0,Transit,1
Kepler-824 b,4.51436633,1.87,6035.0,1.22,1.0,1.0,2016.0,Transit,1
EPIC 249893012 c,15.624,3.67,5430.0,1.71,1.0,3.0,2020.0,Transit,1
K2-128 b,5.67556,1.117,5550.5,0.578,1.0,1.0,2017.0,Transit,1
K2-88 b,4.61228,2.3,3624.15,0.459539,1.0,1.0,2016.0,Transit,1
5539.01,7.1123703,1.85858,5595.7,0.91,1.0,1.0,2016.0,Transit,0
5331.01,22.7545332,11.7908,5580.0,0.93,1.0,1.0,2016.0,Transit,0
HAT-P-24 b,3.3552479,13.921578,6373.0,1.317,2.0,1.0,2010.0,Transit,1
872.01,2.2395544,2.7483506,4872.54,0.75636,1.0,1.0,2016.0,Transit,0
3069.01,3.8277062,7.97984,6610.0,1.18,1.0,1.0,2016.0,Transit,0
2429.01,7.0846492,2.1949984,5517.8,0.842833,1.0,1.0,2016.0,Transit,0
Kepler-336 d,20.67879355,2.38,5911.0,1.21,1.0,3.0,2014.0,Transit,1
3338.01,1.4893582,12.5424,6208.0,1.11,1.0,1.0,2016.0,Transit,0
5436.01,11.9285531,16.0753,5447.3,1.09,1.0,1.0,2016.0,Transit,0
4230.01,1.9401022,2.4,5436.9,0.95,1.0,1.0,2016.0,Transit,0
K2-116 b,4.655335,0.71889232,4547.0,0.687426,1.0,1.0,2017.0,Transit,1
TOI-663 b,2.598902,2.27,3681.0,0.512,1.0,3.0,2024.0,Transit,1
827.01,1.2282706,14.6178728,5848.0,1.2740999,1.0,1.0,2016.0,Transit,0
6928.01,3.8978437,13.8047,6280.0,1.24,1.0,1.0,2016.0,Transit,0
4538.02,3.4715644,2.65245,5144.5,0.77,1.0,1.0,2016.0,Transit,0
463.01,2.53405,26.5362,6497.8,1.65,1.0,1.0,2016.0,Transit,0
694.01,48.0511988,12.8456117,5354.96,1.0417,1.0,1.0,2016.0,Transit,0
1339.02,28.580474,3.1455035,5555.7,0.920435,1.0,1.0,2016.0,Transit,0
1568.01,1.35932,10.3751,5421.0,0.94,1.0,1.0,2016.0,Transit,0
Kepler-1143 b,2.888904849,1.47,4905.0,0.682,1.0,2.0,2016.0,Transit,1
TOI-5398 b,10.590547,10.3,6000.0,1.051,1.0,2.0,2022.0,Transit,1
352.01,11.6235,20.7208,5518.0,0.89,1.0,1.0,2016.0,Transit,0
978.01,13.1660135,11.3913,6368.0,1.52,1.0,1.0,2016.0,Transit,0
HD 99283 b,310.4,2.4,4886.0,11.21,1.0,1.0,2021.0,Radial Velocity,1
Kepler-35 b,131.458,8.16,5606.0,1.0284,2.0,1.0,2011.0,Transit,1
Kepler-672 b,38.3774623,2.5,5627.0,0.92,1.0,1.0,2016.0,Transit,1
7418.01,6.7415334,15.348,5896.0,0.95,1.0,1.0,2016.0,Transit,0
3464.01,3.6515704,12.4868,6353.0,1.59,1.0,1.0,2016.0,Transit,0
3694.01,2.5400911,5.00683,4245.0,0.77,1.0,1.0,2016.0,Transit,0
4221.01,2.8395663,2.4,5858.0,0.95,1.0,1.0,2016.0,Transit,0
3515.01,3.0415724,10.3727,5814.1,1.3,1.0,1.0,2016.0,Transit,0
3564.01,4.0875563,19.9932642,6454.0,1.55158,1.0,1.0,2016.0,Transit,0
HD 9174 b,1179.0,2.4,5577.0,1.67,1.0,1.0,2016.0,Radial Velocity,1
1708.01,11.44192,9.64245,6259.0,1.24,1.0,1.0,2016.0,Transit,0
5080.01,9.72665,7.23871,5583.6,1.45,1.0,1.0,2016.0,Transit,0
3180.01,2.0963263,12.906,5809.0,1.56,1.0,1.0,2016.0,Transit,0
5888.01,15.2501659,9.87708,5796.0,1.44,1.0,1.0,2016.0,Transit,0
K2-170 c,12.400731,1.92,5749.0,0.98,1.0,2.0,2018.0,Transit,1
Kepler-1112 b,14.36267939,2.55,6661.0,1.29,1.0,1.0,2016.0,Transit,1
5343.01,12.836391,2.49822,5156.0,0.69,1.0,1.0,2016.0,Transit,0
6676.01,22.6957088,2.2731788,5988.0,1.2555,1.0,1.0,2016.0,Transit,0
Kepler-479 b,12.49343008,2.4,5207.0,0.767297,1.0,1.0,2016.0,Transit,1
4075.01,3.0492435,2.4,5550.5,0.95,1.0,1.0,2016.0,Transit,0
2361.01,8.71546,12.1387,5395.0,1.06,1.0,1.0,2016.0,Transit,0
5974.01,1.7266943,1.2127014,3487.0,0.371684,1.0,1.0,2016.0,Transit,0
Kepler-522 b,38.58422849,4.76,6267.0,1.35,1.0,1.0,2016.0,Transit,1
HAT-P-31 b,5.005425,11.99,6065.0,1.36,1.0,1.0,2011.0,Transit,1
1496.01,10.82661,11.5303,5113.0,0.68,1.0,1.0,2016.0,Transit,0
HD 200964 b,613.79999,2.4,5079.0,4.69,1.0,2.0,2010.0,Radial Velocity,1
962.01,4.06269,2.4,5550.5,0.95,1.0,1.0,2016.0,Transit,0
Kepler-1827 b,3.700619936,1.85644292,5423.0,1.404,1.0,1.0,2021.0,Transit,1
Kepler-608 b,6.41250944,2.4,5600.66,1.11363,1.0,1.0,2016.0,Transit,1
HD 6718 b,2496.0,2.4,5801.0,0.95,1.0,1.0,2009.0,Radial Velocity,1
4253.01,3.4192373,2.4,5658.5,0.95,1.0,1.0,2016.0,Transit,0
7155.01,3.8949005,2.15693,4718.0,0.67,1.0,1.0,2016.0,Transit,0
7488.01,3.9072366,15.3416443,5500.0,1.17027,1.0,1.0,2016.0,Transit,0
1936.01,2.3506186,12.801,5593.0,0.97,1.0,1.0,2016.0,Transit,0
6264.01,5.6928845,3.80626,6610.0,2.47,1.0,1.0,2016.0,Transit,0
6409.01,1.5304279,19.1928,6476.0,1.72,1.0,1.0,2016.0,Transit,0
Kepler-1823 b,21.10354,1.72,6488.0,1.24,1.0,1.0,2021.0,Transit,1
K2-161 b,9.283188,6.11721229,4972.0,2.568173,1.0,1.0,2018.0,Transit,1
265.01,5.9242661,9.3440442,5310.0,0.846671,1.0,1.0,2016.0,Transit,0
6249.02,15.5739143,2.5864246,4813.0,0.751037,1.0,1.0,2016.0,Transit,0
Kepler-104 b,11.427550984,2.4,5921.0,1.05316,2.0,3.0,2014.0,Transit,1
Kepler-1710 b,14.91095177,2.62,5650.0,0.899,1.0,1.0,2021.0,Transit,1
K2-268 b,2.151676,1.5,5106.0,0.78,1.0,5.0,2018.0,Transit,1
7085.01,2.202258,11.2703,3388.0,0.52,1.0,1.0,2016.0,Transit,0
5607.01,3.2750907,11.2041,5859.0,1.33,1.0,1.0,2016.0,Transit,0
783.01,8.1125147,2.3812033,4498.94,0.668361,1.0,1.0,2016.0,Transit,0
Kepler-107 e,14.7492103283,2.4,5805.0,1.50416,1.0,4.0,2014.0,Transit,1
4009.01,4.3271416,14.5369,5994.0,1.91,1.0,1.0,2016.0,Transit,0
G 9-40 b,5.7459996,2.4,3348.0,0.3073,1.0,1.0,2019.0,Transit,1
TOI-4308 b,9.151201,2.4189,5243.0,0.7934,1.0,1.0,2023.0,Transit,1
712.04,84.83869,2.03857,4504.0,0.72,1.0,1.0,2016.0,Transit,0
1334.01,4.03349,23.4514,11348.0,6.37,1.0,1.0,2016.0,Transit,0
Kepler-975 b,1.970340203,3.97,4883.0,1.667,1.0,2.0,2016.0,Transit,1
3624.01,7.6460931,8.25522,6065.0,1.49,1.0,1.0,2016.0,Transit,0
HATS-4 b,2.5167278,2.4,5403.0,0.925,1.0,1.0,2014.0,Transit,1
HD 21693 c,53.7357,2.4,5430.0,0.95,1.0,2.0,2019.0,Radial Velocity,1
3499.01,4.5992844,19.0560523,5695.0,3.1233001,1.0,1.0,2016.0,Transit,0
K2-168 b,15.853989,2.14446231,5554.0,0.874211,1.0,2.0,2018.0,Transit,1
Kepler-1919 b,37.88660049,2.62390658,5513.0,0.818,1.0,1.0,2021.0,Transit,1
5062.01,6.2244575,8.34496,5692.8,2.08,1.0,1.0,2016.0,Transit,0
1438.01,5.1396666,2.259057,5374.0,0.815924,1.0,1.0,2016.0,Transit,0
6061.01,8.1309123,1.51687,5639.0,0.97,1.0,1.0,2016.0,Transit,0
Kepler-972 b,7.03932913,4.67,5846.0,1.24,1.0,1.0,2016.0,Transit,1
