pl_name,pl_orbper,pl_rade,st_teff,st_rad,sy_snum,sy_pnum,disc_year,discoverymethod,target_confirmed
1135.01,8.0277326,9.06883,5962.7,1.15,1.0,1.0,2016.0,Transit,0
Gl 378 b,3.822,2.44,3879.0,0.56,1.0,1.0,2019,Radial Velocity,1
186.01,35.6134391,3.12194,4628.53,0.71,1.0,1.0,2016.0,Transit,0
3827.01,2.91463,9.96391,5484.8,0.99,1.0,1.0,2016.0,Transit,0
1136.02,6.2586065,2.51593,5729.0,0.98,1.0,1.0,2016.0,Transit,0
Kepler-907 b,15.86621821,1.18,6044.0,1.327,1.0,1.0,2016,Transit,1
3399.01,2.642447,2.44,8779.8,0.95,1.0,1.0,2016.0,Transit,0
91 Aqr b,181.4,2.44,4665.0,11.0,3.0,1.0,2013,Radial Velocity,1
HD 99706 c,1278.0,2.44,5552.0,0.95,1.0,2.0,2018,Radial Velocity,1
HD 68402 b,1150.0,2.44,5950.0,0.95,1.0,1.0,2016,Radial Velocity,1
4077.01,5.5679111,9.5108395,4887.0,0.801525,1.0,1.0,2016.0,Transit,0
4010.02,14.7091662,6.5471787,4888.0,0.880213,1.0,1.0,2016.0,Transit,0
Kepler-1418 b,22.4765952,2.44,5552.0,0.95,1.0,1.0,2016,Transit,1
GJ 3021 b,133.71,2.44,5540.0,0.9,2.0,1.0,2000,Radial Velocity,1
TOI-1855 b,1.3641482,19.5876,5347.0,1.08,1.0,1.0,2024,Transit,1
Kepler-171 d,39.6027551,2.36,5949.0,1.09,1.0,3.0,2014,Transit,1
6915.01,2.4915545,5.46811,8013.0,1.98,1.0,1.0,2016.0,Transit,0
4054.01,17.356719,9.705386,4697.0,0.760629,1.0,1.0,2016.0,Transit,0
6126.01,7.1603723,14.5353,5767.0,1.54,1.0,1.0,2016.0,Transit,0
Kepler-154 f,9.91935684,1.26,5937.0,0.832,1.0,5.0,2016,Transit,1
HD 129445 b,1802.0,2.44,5646.0,0.95,1.0,1.0,2009,Radial Velocity,1
1103.01,2.94308,45.3525,4437.0,3.13,1.0,1.0,2016.0,Transit,0
Kepler-514 b,5.65179605,1.49,6292.0,1.267,2.0,1.0,2016,Transit,1
5673.01,2.8386215,12.9007751,5878.0,1.02573,1.0,1.0,2016.0,Transit,0
HD 42813 b,13.630828,3.42633318,5323.0,0.9839,1.0,3.0,2023,Transit,1
Kepler-1166 b,33.2406882,1.94,5605.0,1.015,1.0,1.0,2016,Transit,1
Kepler-309 b,5.92367766,1.04,4714.0,0.774232,1.0,2.0,2014,Transit,1
426.01,1.3205037,2.1611735,5731.0,0.98926,1.0,1.0,2016.0,Transit,0
HD 39194 b,5.6368,2.44,5205.0,0.95,1.0,3.0,2021,Radial Velocity,1
K2-268 f,26.2678,2.6,5552.0,0.773,1.0,5.0,2021,Transit,1
Kepler-164 e,94.90049708,2.44,6095.0,1.02132,1.0,4.0,2023,Transit,1
Kepler-1921 c,3.15722086,1.41,6120.0,2.0,1.0,2.0,2023,Transit,1
Kepler-817 b,3.99010399,2.44,5593.0,1.176,1.0,1.0,2016,Transit,1
Kepler-1681 b,69.8959464,2.44,5756.4,0.95,1.0,1.0,2020,Transit,1
7445.01,6.2144045,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
TOI-1782.02,1.829024227,1.839,4336.0,0.669,1.0,2.0,2024,Transit,1
7538.01,28.2864647,2.7891301,6304.0,1.85016,1.0,1.0,2016.0,Transit,0
5376.01,2.9859596,13.2487,6417.0,2.87,1.0,1.0,2016.0,Transit,0
Kepler-903 b,10.3507721,1.75,5735.0,0.854,1.0,2.0,2016,Transit,1
Kepler-65 b,2.1549209,1.444,5552.0,1.437,1.0,4.0,2012,Transit,1
Kepler-171 b,4.166962173,3.2,5949.0,1.09,1.0,3.0,2014,Transit,1
466.01,4.1876154,13.9002369,6675.0,1.23733,1.0,1.0,2016.0,Transit,0
K2-156 b,0.813149,1.14414279,4460.0,0.615543,1.0,1.0,2018,Transit,1
Kepler-254 c,12.41217869,2.28,5941.0,0.885,1.0,3.0,2014,Transit,1
Kepler-312 b,1.772451066,2.44,6158.44,1.7477,1.0,2.0,2014,Transit,1
2775.01,3.7804749,17.9247,5112.0,0.81,1.0,1.0,2016.0,Transit,0
6144.01,6.3765906,10.9141,5433.0,1.8,1.0,1.0,2016.0,Transit,0
Kepler-1446 b,0.689967832,0.742,4848.0,0.696,1.0,1.0,2016,Transit,1
HD 63935 c,21.4027,3.06451296,5513.0,0.9598,1.0,2.0,2021,Radial Velocity,1
Kepler-180 c,41.8854834,2.69,5735.0,1.028,1.0,2.0,2014,Transit,1
Kepler-292 f,20.8342947,2.94,5513.0,0.915,1.0,5.0,2014,Transit,1
Kepler-347 d,85.520888,1.72,6092.0,0.998,1.0,3.0,2023,Transit,1
5678.01,119.3355264,5.11487,5516.0,0.94,1.0,1.0,2016.0,Transit,0
Kepler-307 c,13.08424286,2.71,5511.0,0.987,1.0,2.0,2013,Transit,1
4331.01,2.9034242,6.62177,5992.0,2.25,1.0,1.0,2016.0,Transit,0
1258.01,10.2613397,3.60391,6124.0,1.49,1.0,1.0,2016.0,Transit,0
NGC 2682 YBP 1514 b,5.118,2.44,5725.0,0.89,1.0,1.0,2014,Radial Velocity,1
3288.01,1.4338615,12.3818,3913.0,0.67,1.0,1.0,2016.0,Transit,0
K2-196 b,48.324222,3.59970536,6045.0,1.538801,1.0,1.0,2018,Transit,1
Kepler-1696 b,65.9407869,2.44,5712.0,1.19811,1.0,1.0,2020,Transit,1
939.01,7.6107227,12.4861,6159.5,1.53,1.0,1.0,2016.0,Transit,0
NGTS-9 b,4.4352884,11.21102312,6245.0,1.38,1.0,1.0,2019,Transit,1
HD 202772 A b,3.3088922,24.9862,6188.0,2.62,2.0,1.0,2019,Transit,1
4786.01,5.6984189,10.8479,7528.0,1.74,1.0,1.0,2016.0,Transit,0
HD 93351 b,2.45946,2.44,5552.0,0.95,1.0,2.0,2022,Radial Velocity,1
Kepler-989 b,7.964315352,2.56,5185.0,0.91,1.0,1.0,2016,Transit,1
WASP-167 b,2.0219596,2.44,7000.0,1.79,1.0,1.0,2017,Transit,1
HIP 29442 c,3.5379559,1.551,5289.0,0.98,1.0,3.0,2023,Radial Velocity,1
2382.01,4.6612025,12.7709747,5884.5,1.52373,1.0,1.0,2016.0,Transit,0
2880.01,4.7799716,13.1891,6605.0,1.79,1.0,1.0,2016.0,Transit,0
K2-62 c,16.19697,1.99,4455.0,0.696,1.0,2.0,2016,Transit,1
Kepler-1899 b,4.09578199,2.44,4732.81,0.685832,1.0,1.0,2021,Transit,1
1240.01,1.7208555,13.4646314,5832.83,1.33402,1.0,1.0,2016.0,Transit,0
4505.01,19.4723789,17.3337286,7182.7,1.9674799,1.0,1.0,2016.0,Transit,0
HIP 4845 b,34.15,2.44,5552.0,0.95,1.0,1.0,2020,Radial Velocity,1
Kepler-259 b,8.1153181405,2.44,5613.0,0.886966,1.0,2.0,2014,Transit,1
HIP 41378 d,278.3618,3.54,6320.0,1.273,1.0,6.0,2016,Transit,1
3620.01,4.8893985,12.8723,5639.0,1.62,1.0,1.0,2016.0,Transit,0
6665.01,735.797917,2.7674128,5972.63,1.24541,1.0,1.0,2016.0,Transit,0
Kepler-227 b,9.488102,2.5,5763.0,0.99,1.0,2.0,2014,Transit,1
Kepler-1363 b,2.94194296,1.22,4901.0,0.758,1.0,1.0,2016,Transit,1
6283.01,51.6708185,12.8776,7115.0,1.91,1.0,1.0,2016.0,Transit,0
HD 40307 d,20.4185,2.44,4977.0,0.95,1.0,5.0,2009,Radial Velocity,1
GJ 414 A b,51.625,2.44,4205.93,0.669922,2.0,2.0,2021,Radial Velocity,1
Kepler-1910 b,5.688769817,1.184,4234.0,0.639,1.0,1.0,2021,Transit,1
Kepler-1048 b,6.92101021,1.36,4461.0,0.585,1.0,1.0,2016,Transit,1
5135.01,2.0197299,3.29943,5810.0,1.77,1.0,1.0,2016.0,Transit,0
4464.01,8.0379975,7.65886,5022.0,5.14,1.0,1.0,2016.0,Transit,0
6504.01,6.8328077,9.18199,5657.0,1.45,1.0,1.0,2016.0,Transit,0
Wolf 327 b,0.5734745,1.24,3542.0,0.406,1.0,1.0,2024,Transit,1
WASP-82 b,2.70582,18.4904,6441.6,2.1,1.0,1.0,2015,Transit,1
Kepler-1732 b,32.31240082,4.09903273,5821.0,1.494,1.0,1.0,2021,Transit,1
2908.01,5.4631023,5.85793,6788.0,1.06,1.0,1.0,2016.0,Transit,0
Kepler-835 b,11.41911886,2.44,5855.0,1.42093,1.0,1.0,2016,Transit,1
1469.01,3.0929386,1.2815317,4884.29,0.750598,1.0,1.0,2016.0,Transit,0
1744.01,22.3417286,2.54102,6179.0,1.14,1.0,1.0,2016.0,Transit,0
5737.01,19.4480946,2.3009285,3966.0,0.618273,1.0,1.0,2016.0,Transit,0
4833.01,3.6520005,12.1216,7194.0,1.69,1.0,1.0,2016.0,Transit,0
Kepler-1793 b,8.77995434,2.91,5189.0,0.765,1.0,1.0,2021,Transit,1
2527.01,2.3018922,12.146,6919.0,3.45,1.0,1.0,2016.0,Transit,0
1887.01,2.2001583,2.5006782,4250.0,0.705729,1.0,1.0,2016.0,Transit,0
5839.01,2.5411063,16.4931,6657.0,1.78,1.0,1.0,2016.0,Transit,0
6690.01,761.7092276,2.5578976,5599.17,1.06775,1.0,1.0,2016.0,Transit,0
Kepler-81 c,12.03993346,1.87,4500.0,0.582488,1.0,3.0,2012,Transit,1
HD 135625 b,4055.0,2.44,5552.0,0.95,1.0,1.0,2023,Radial Velocity,1
4035.01,3.0295916,2.44,5081.3,0.95,1.0,1.0,2016.0,Transit,0
TOI-2158 b,8.60077,10.76062147,5673.0,1.41,1.0,1.0,2022,Transit,1
5409.01,0.594385,7.44558,6078.0,1.3,1.0,1.0,2016.0,Transit,0
Kepler-410 A b,17.833648,2.838,6273.0,1.352,2.0,1.0,2013,Transit,1
3752.01,2.8054221,2.44,4879.0,0.95,1.0,1.0,2016.0,Transit,0
2303.01,0.7196291,12.2917419,6454.0,1.69458,1.0,1.0,2016.0,Transit,0
4543.01,5.7740318,24.6129,4837.8,3.19,1.0,1.0,2016.0,Transit,0
367.01,4.7150255,17.6148,5756.9,1.2,1.0,1.0,2016.0,Transit,0
4094.01,4.9111786,3.4399601,6186.0,1.2372299,1.0,1.0,2016.0,Transit,0
HATS-10 b,3.31281604058,12.54305864,5909.0,1.23194,1.0,1.0,2015,Transit,1
3682.01,3.3462671,12.1727,5501.0,1.91,1.0,1.0,2016.0,Transit,0
5890.01,5.9029732,11.3389,7142.0,1.18,1.0,1.0,2016.0,Transit,0
3032.01,3.4677103,12.3649,5645.0,1.18,1.0,1.0,2016.0,Transit,0
TOI-157 b,2.0845434178,13.4432705,5638.0,1.10646,1.0,1.0,2020,Transit,1
1703.01,1.2016105,5.3210497,5747.6,1.07532,1.0,1.0,2016.0,Transit,0
Kepler-1542 e,5.10115756,0.932,5545.0,1.174,1.0,4.0,2016,Transit,1
7059.01,4.4626647,13.3934403,7587.0,1.3951401,1.0,1.0,2016.0,Transit,0
2027.01,1.46329,3.54656,6168.0,1.28,1.0,1.0,2016.0,Transit,0
K2-170 c,12.400047,1.8017647,5748.0,0.981614,1.0,2.0,2018,Transit,1
Kepler-1905 b,3.42391461,1.14,5955.0,0.91,1.0,1.0,2021,Transit,1
TOI-2641 b,4.88096396158,9.73548966,6309.0,1.27132,1.0,1.0,2023,Transit,1
4721.01,4.0086493,7.2935622,4779.0,0.77199,1.0,1.0,2016.0,Transit,0
K2-161 b,9.283188,6.11721229,4972.0,2.568173,1.0,1.0,2018,Transit,1
703.02,22.5682711,2.479501,5384.0,0.852304,1.0,1.0,2016.0,Transit,0
Kepler-138 e,38.23,2.44,3841.0,0.535,1.0,4.0,2022,Transit Timing Variations,1
TIC 4672985 b,69.048,11.5004142,5757.0,1.15,1.0,1.0,2024,Transit,1
4898.01,2.7652293,3.48557,3830.0,0.64,1.0,1.0,2016.0,Transit,0
4893.01,7.3262605,2.44,4884.2,0.95,1.0,1.0,2016.0,Transit,0
Kepler-530 b,39.30941904,3.01,5697.0,0.89,2.0,1.0,2016,Transit,1
WASP-151 b,4.533471,12.66617,5871.0,1.14,1.0,1.0,2017,Transit,1
HAT-P-21 b,4.12448799,2.44,5552.0,0.95,1.0,1.0,2010,Transit,1
Kepler-633 b,8.50340718,2.18,6282.0,1.549,1.0,2.0,2016,Transit,1
WASP-133 b,2.176423,13.56289,5700.0,1.44,1.0,1.0,2016,Transit,1
6524.01,0.8515408,16.072,3254.0,0.54,1.0,1.0,2016.0,Transit,0
TOI-942 c,10.15643,5.79,4928.0,1.022,1.0,2.0,2020,Transit,1
684.01,19.8507621,8.778562,9488.0,2.35947,1.0,1.0,2016.0,Transit,0
BD+03 2562 b,481.9,2.44,4095.0,32.35,1.0,1.0,2017,Radial Velocity,1
4686.01,7.9461192,13.6973,5416.0,1.38,1.0,1.0,2016.0,Transit,0
4746.01,7.5395871,4.39334,5223.0,0.78,1.0,1.0,2016.0,Transit,0
4957.01,4.6622996,15.6435,6870.0,2.48,1.0,1.0,2016.0,Transit,0
5998.01,9.3380252,3.093161,4066.0,0.723481,1.0,1.0,2016.0,Transit,0
1354.01,1.4287976,9.00484,9224.0,1.65,1.0,1.0,2016.0,Transit,0
3865.01,3.011593,2.44,5542.1,0.95,1.0,1.0,2016.0,Transit,0
5817.01,15.6146058,3.0272584,5809.0,1.3820699,1.0,1.0,2016.0,Transit,0
4256.01,1.0962372,15.7533,6519.0,3.25,1.0,1.0,2016.0,Transit,0
1198.01,3.612771,19.3662,8324.0,1.71,1.0,1.0,2016.0,Transit,0
162.01,7.764691,15.6068,5404.7,0.99,1.0,1.0,2016.0,Transit,0
Kepler-106 e,43.84439721,2.44,5888.0,1.0568,1.0,4.0,2014,Transit,1
7225.01,9.7461668,8.3598,6319.0,1.6,1.0,1.0,2016.0,Transit,0
3549.01,1.8639309,14.7339,6527.4,1.57,1.0,1.0,2016.0,Transit,0
1965.01,2.2778177,2.44,9096.5,0.95,1.0,1.0,2016.0,Transit,0
4472.01,8.6004516,14.548121,6011.95,2.3108399,1.0,1.0,2016.0,Transit,0
2189.01,4.4343277,11.8751226,4979.4,1.00254,1.0,1.0,2016.0,Transit,0
3347.01,3.0591641,7.01214,4999.4,1.59,1.0,1.0,2016.0,Transit,0
HD 93385 d,45.85,2.44,5977.0,0.95,1.0,3.0,2021,Radial Velocity,1
TOI-5592 b,2.6085851,13.9108,6331.0,1.38,1.0,1.0,2025,Transit,1
Kepler-1671 b,4.167892514,1.05,5302.0,0.821,1.0,1.0,2020,Transit,1
Kepler-148 b,1.729367077,2.44,5019.0,0.850564,1.0,3.0,2014,Transit,1
WASP-47 e,0.7895933,1.808,5552.0,1.137,1.0,4.0,2015,Transit,1
5799.01,4.1645448,1.9881393,3521.0,0.343358,1.0,1.0,2016.0,Transit,0
K2-329 b,12.45636917022,8.7723254,5278.0,0.843307,1.0,1.0,2020,Transit,1
Kepler-1325 b,33.87854,2.4,5669.0,0.83,1.0,1.0,2016,Transit,1
6558.01,9.5327064,2.39108,4504.0,0.72,1.0,1.0,2016.0,Transit,0
6426.01,3.8801586,12.7189,6371.0,1.43,1.0,1.0,2016.0,Transit,0
TIC 139270665 c,1010.0,2.44,5844.0,1.016,1.0,2.0,2024,Radial Velocity,1
604.01,1.07242,22.0397,5001.6,7.97,1.0,1.0,2016.0,Transit,0
HATS-66 b,3.14138245313,13.07086402,6534.0,1.73409,1.0,1.0,2018,Transit,1
Kepler-741 b,7.0390031955,2.44,5944.0,1.38133,1.0,1.0,2016,Transit,1
6170.01,2.709631,14.9972,5838.0,1.47,1.0,1.0,2016.0,Transit,0
Kepler-1508 b,20.7056504,0.98,5746.0,0.921,1.0,1.0,2016,Transit,1
K2-332 b,17.703,2.44,3266.0,0.289676,1.0,1.0,2021,Transit,1
Kepler-33 d,21.775754,5.5,5904.0,1.82,1.0,5.0,2011,Transit,1
5708.01,2.6953698,4.5145927,5521.0,0.991556,1.0,1.0,2016.0,Transit,0
4594.01,5.5460893,8.8601851,6963.86,1.88937,1.0,1.0,2016.0,Transit,0
6539.01,2.3645949,14.3865,7743.0,2.02,1.0,1.0,2016.0,Transit,0
HIP 57274 d,431.7,2.44,4640.0,0.68,1.0,3.0,2011,Radial Velocity,1
BD+20 594 b,41.688644,2.35545351,5703.0,0.956122,1.0,1.0,2016,Transit,1
7240.01,6.8911882,9.10101,6628.0,1.52,1.0,1.0,2016.0,Transit,0
K2-185 b,10.616646,1.31284773,5722.0,0.914349,1.0,2.0,2018,Transit,1
5999.01,6.8834027,2.87691,6133.77,1.23,1.0,1.0,2016.0,Transit,0
HD 102956 b,6.4948,2.44,4994.0,4.41,2.0,1.0,2010,Radial Velocity,1
Kepler-1303 b,7.56127224,1.25,5853.0,0.895,1.0,1.0,2016,Transit,1
K2-73 b,7.49491004,2.44,5865.0,1.05721,1.0,2.0,2016,Transit,1
4651.01,11.1878978,10.1018,5721.0,1.07,1.0,1.0,2016.0,Transit,0
Kepler-970 b,16.73652231,2.94,4608.0,0.716,2.0,1.0,2016,Transit,1
1093.01,11.47606,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
2069.01,5.9214229,1.0470381,5268.0,0.823126,1.0,1.0,2016.0,Transit,0
Kepler-238 f,50.4467417,2.67,5739.0,1.384,1.0,5.0,2013,Transit,1
TOI-1052 b,9.13980396599,3.0629855,5958.2,1.58,1.0,2.0,2023,Transit,1
967.01,1.7393631,5.1189079,7051.0,2.40368,1.0,1.0,2016.0,Transit,0
1738.01,3.6985817,4.3816478,3948.0,0.6692,1.0,1.0,2016.0,Transit,0
2762.01,3.9072351,13.9055,6294.0,1.13,1.0,1.0,2016.0,Transit,0
GJ 180 d,106.3,2.44,5552.0,0.95,1.0,3.0,2020,Radial Velocity,1
3848.01,15.9544918,9.88117,4798.0,0.82,1.0,1.0,2016.0,Transit,0
4620.01,1.3887494,15.9057,7825.0,2.08,1.0,1.0,2016.0,Transit,0
WASP-33 b,1.2198675,2.44,7308.0,1.60242,2.0,1.0,2010,Transit,1
NSVS 14256825 b,3225.0,2.44,40000.0,0.188,2.0,1.0,2019,Eclipse Timing Variations,1
559.01,6.9839072,12.2398,5972.0,1.21,1.0,1.0,2016.0,Transit,0
868.01,0.556109,1.609049,5670.45,1.18329,1.0,1.0,2016.0,Transit,0
TOI-5082.01,4.240122,2.54811,5670.0,0.93,1.0,1.0,2024,Transit,1
TOI-5027 b,10.24368,10.76062147,5909.0,0.92,1.0,1.0,2025,Transit,1
Kepler-610 b,6.996926554,3.28,5713.0,0.893,1.0,2.0,2016,Transit,1
6162.01,1.8478843,18.4423,7218.8,1.65,1.0,1.0,2016.0,Transit,0
138.01,6.1982658,7.84585,5722.0,1.11,1.0,1.0,2016.0,Transit,0
Kepler-1720 b,12.706784,3.2,5545.0,0.8,1.0,1.0,2021,Transit,1
HD 220773 b,3724.7,2.44,5940.0,0.95,1.0,1.0,2011,Radial Velocity,1
CoRoT-7 c,3.697,2.44,5250.0,0.95,1.0,3.0,2009,Radial Velocity,1
WASP-55 b,4.466,2.44,6070.0,1.09036,2.0,1.0,2012,Transit,1
3825.01,7.1404043,10.5731,5886.6,1.11,1.0,1.0,2016.0,Transit,0
TOI-470 b,12.19148,4.34,5190.0,0.831,1.0,1.0,2023,Transit,1
1122.01,3.6245513,4.3503,6317.0,1.38,1.0,1.0,2016.0,Transit,0
Kepler-1432 b,23.9107056,2.44,5898.0,1.60636,1.0,1.0,2016,Transit,1
Kepler-629 b,7.2384964055,2.44,5346.96,0.84085,1.0,1.0,2016,Transit,1
Kepler-1506 b,14.0329154,1.46,6063.0,1.001,1.0,1.0,2016,Transit,1
Kepler-296 d,19.85037041,1.45,3517.0,0.37,2.0,5.0,2014,Transit,1
4383.01,3.0421334,16.8899988,5715.4,2.40325,1.0,1.0,2016.0,Transit,0
7536.01,3.3287841,14.9454691,6566.0,2.75199,1.0,1.0,2016.0,Transit,0
OGLE-2016-BLG-1190L b,1220.0,2.44,5552.0,0.95,1.0,1.0,2017,Microlensing,1
Kepler-221 d,10.041568521,2.52,5280.0,0.751,1.0,4.0,2014,Transit,1
WTS-1 b,3.352057,16.7,6250.0,1.15,1.0,1.0,2012,Transit,1
660.01,9.2897006,11.4812614,6055.0,1.41549,1.0,1.0,2016.0,Transit,0
1432.01,6.1095756,2.19963,5587.0,0.91,1.0,1.0,2016.0,Transit,0
HD 20781 c,13.8905,2.44,5256.0,0.95,2.0,5.0,2019,Radial Velocity,1
5874.01,2.5784481,10.3952,5512.0,1.12,1.0,1.0,2016.0,Transit,0
Kepler-1215 b,4.76703963,1.22,5629.0,0.937,1.0,1.0,2016,Transit,1
5131.01,9.4813433,6.37051,4427.0,0.63,1.0,1.0,2016.0,Transit,0
6046.01,3.413702,12.9118144,5845.0,1.01592,1.0,1.0,2016.0,Transit,0
3225.01,9.1509453,2.44,4474.0,0.95,1.0,1.0,2016.0,Transit,0
Kepler-1501 b,14.5566415112,2.44,6213.0,1.08945,1.0,1.0,2016,Transit,1
3660.01,3.9497635,18.2571108,6373.0,1.44338,1.0,1.0,2016.0,Transit,0
WTS-2 b,1.0187068,15.277867,5000.0,0.752,1.0,1.0,2014,Transit,1
TOI-2364 b,4.0197517,8.60849718,5306.0,0.886,1.0,1.0,2023,Transit,1
Kepler-1061 b,2.7580048478,2.44,6126.0,0.981999,1.0,1.0,2016,Transit,1
2432.01,1.82738,8.96794,6130.5,2.89,1.0,1.0,2016.0,Transit,0
TOI-3135 b,3.7065585,13.65253849,5890.0,0.985,1.0,1.0,2025,Transit,1
266.02,6.19132,1.759371,5784.0,0.929557,1.0,1.0,2016.0,Transit,0
Kepler-1939 b,2.790643481,0.99,4353.0,0.603,1.0,1.0,2021,Transit,1
HD 155918 b,1.87567,2.44,5552.0,0.95,1.0,2.0,2022,Radial Velocity,1
5203.01,15.1255732,10.2442,5907.2,2.28,1.0,1.0,2016.0,Transit,0
V1298 Tau d,12.396,6.13,5552.0,1.33,3.0,4.0,2019,Transit,1
3691.01,3.3411398,15.9091,6702.0,1.3,1.0,1.0,2016.0,Transit,0
Kepler-1702 b,18.5012,1.60190793,5093.0,0.725742,1.0,1.0,2020,Transit,1
5513.01,7.7235903,17.2663,5994.0,3.08,1.0,1.0,2016.0,Transit,0
Kepler-75 b,8.88492268,10.83,5206.0,0.83,1.0,1.0,2013,Transit,1
TOI-4145 A b,4.0664446,12.1827,5421.0,0.86,2.0,1.0,2023,Transit,1
Kepler-497 b,3.573202801,5.81,5646.0,1.08,1.0,1.0,2016,Transit,1
3242.01,3.0001627,15.0659,6695.0,1.45,1.0,1.0,2016.0,Transit,0
5057.01,1.1437772,12.9975,4520.0,2.85,1.0,1.0,2016.0,Transit,0
3500.01,7.3436151,3.996537,5406.0,1.0980901,1.0,1.0,2016.0,Transit,0
WASP-126 c,7.63,2.44,5800.0,1.27,1.0,2.0,2019,Transit Timing Variations,1
Kepler-466 c,3.709213846,1.25,5927.0,1.05,1.0,2.0,2016,Transit,1
5126.01,5.4589863,4.40571,6223.0,1.24,1.0,1.0,2016.0,Transit,0
805.01,4.1177649,1.276147,3376.0,0.281129,1.0,1.0,2016.0,Transit,0
1159.01,0.73774,5.28215,6449.5,2.1,1.0,1.0,2016.0,Transit,0
Kepler-1001 c,9.18186,1.9,5734.0,0.85,1.0,2.0,2020,Transit,1
5119.01,1.4713984,3.62613,5110.7,2.66,1.0,1.0,2016.0,Transit,0
K2-419 A b,20.359,2.44,3728.0,0.539092,2.0,1.0,2024,Transit,1
2460.01,0.515461,6.5688522,5994.0,1.03783,1.0,1.0,2016.0,Transit,0
HD 14787 b,676.6,2.44,4946.0,5.01,1.0,1.0,2018,Radial Velocity,1
Kepler-1617 b,27.480421517,2.44,5988.14,1.37549,1.0,1.0,2016,Transit,1
2522.01,2.0988541,1.66554,5531.0,0.97,1.0,1.0,2016.0,Transit,0
4165.01,7.1406422,11.978218,5463.0,1.00007,1.0,1.0,2016.0,Transit,0
5913.01,10.1522322,19.4581,6509.0,1.92,1.0,1.0,2016.0,Transit,0
3341.01,8.6369598,13.0862,6040.0,1.04,1.0,1.0,2016.0,Transit,0
KOI-7913 b,24.2783801,2.44,4225.0,0.770972,2.0,1.0,2022,Transit,1
Kepler-600 b,23.67517607,2.9,5279.0,0.81,1.0,1.0,2016,Transit,1
2380.01,5.2153618,17.7519701,6067.2,2.3901401,1.0,1.0,2016.0,Transit,0
4874.01,2.2866856,14.738,8277.0,2.41,1.0,1.0,2016.0,Transit,0
2633.01,18.1960491,8.8304863,7811.0,1.67013,1.0,1.0,2016.0,Transit,0
7553.01,2.4971198,16.9165356,7903.0,2.46224,1.0,1.0,2016.0,Transit,0
Kepler-1336 b,23.198681,1.98,5512.0,1.3,1.0,2.0,2016,Transit,1
7558.01,4.1531567,13.5996498,6310.51,1.63095,1.0,1.0,2016.0,Transit,0
5602.01,5.4853379,13.6635,6054.4,1.21,1.0,1.0,2016.0,Transit,0
Kepler-1370 c,7.441406,1.11,6234.0,1.21,1.0,2.0,2016,Transit,1
7250.01,8.9653531,9.63776,5977.0,1.15,1.0,1.0,2016.0,Transit,0
4099.01,4.3954123,2.02986,4836.0,0.73,1.0,1.0,2016.0,Transit,0
4225.01,1.1355457,21.5263238,10262.0,7.03693,1.0,1.0,2016.0,Transit,0
4204.01,3.9592516,7.85756,7068.0,1.39,1.0,1.0,2016.0,Transit,0
3906.01,0.6451059,6.79091,5436.3,0.88,1.0,1.0,2016.0,Transit,0
6519.01,10.397262,13.8002,4953.5,2.47,1.0,1.0,2016.0,Transit,0
3316.01,4.0668012,10.2315,5789.0,0.98,1.0,1.0,2016.0,Transit,0
HD 164595 b,40.0,2.44,5790.0,0.95,2.0,1.0,2015,Radial Velocity,1
511.01,3.3552444,15.4971874,6373.0,1.41886,1.0,1.0,2016.0,Transit,0
7539.01,8.6001093,13.1182327,5237.17,0.850712,1.0,1.0,2016.0,Transit,0
GJ 1265 b,3.6511,2.44,3236.0,0.192,1.0,1.0,2018,Radial Velocity,1
HIP 57274 b,8.1352,2.44,4510.0,0.78,1.0,3.0,2011,Radial Velocity,1
2570.01,2.9887654,14.0699828,5639.0,1.12141,1.0,1.0,2016.0,Transit,0
K2-152 b,32.6479,2.29,4044.0,0.61,1.0,1.0,2018,Transit,1
3706.01,4.3701795,15.4523265,6647.1,1.23067,1.0,1.0,2016.0,Transit,0
4822.01,4.4712213,15.8899,7586.0,1.71,1.0,1.0,2016.0,Transit,0
Kepler-592 b,2.820185017,2.44,5936.0,1.17003,1.0,1.0,2016,Transit,1
5792.01,0.7036041,7.01336,5726.0,1.11,1.0,1.0,2016.0,Transit,0
6069.01,1.6290926,3.94559,5658.0,1.5037,1.0,1.0,2016.0,Transit,0
HD 220074 b,672.1,2.44,3935.0,49.7,1.0,1.0,2012,Radial Velocity,1
GJ 414 A c,744.7,2.44,4205.93,0.669922,2.0,2.0,2021,Radial Velocity,1
3097.01,1.3683875,8.79209,5000.0,0.89,1.0,1.0,2016.0,Transit,0
Kepler-644 b,3.173914037,2.44,6420.67,1.83103,1.0,1.0,2016,Transit,1
5901.01,5.555905,11.9323,5867.0,1.95,1.0,1.0,2016.0,Transit,0
K2-413 b,0.8094,0.7599,4116.0,0.7,1.0,2.0,2022,Transit,1
3546.01,5.2019364,9.64178,6111.0,1.27,1.0,1.0,2016.0,Transit,0
527.01,18.0892103,22.2024283,7403.0,1.8368599,1.0,1.0,2016.0,Transit,0
HD 110067 d,20.519617,2.852,5266.0,0.788,3.0,6.0,2023,Transit,1
Kepler-397 b,22.250949,2.46,5307.0,0.767,1.0,2.0,2014,Transit,1
