pl_name,pl_orbper,pl_rade,st_teff,st_rad,sy_snum,sy_pnum,disc_year,discoverymethod,target_confirmed
TOI-1696 b,2.50031,3.24,3168.0,0.287,1.0,1.0,2022,Transit,1
2799.01,1.4367914,16.9266,5873.0,1.07,1.0,1.0,2016.0,Transit,0
TOI-5238 b,4.872171,5.22,5631.0,1.02283,1.0,1.0,2022,Transit,1
TOI-1736 c,570.1,2.44,5807.0,1.15,1.0,2.0,2023,Radial Velocity,1
Kepler-527 b,13.28534769,2.44,6283.5,1.22347,1.0,1.0,2016,Transit,1
HD 106315 c,21.058,4.4,6254.0,1.281,1.0,2.0,2017,Transit,1
KOI-55 b,0.240104,0.759,27730.0,0.203,1.0,2.0,2011,Orbital Brightness Modulation,1
5571.01,731.4778512,11.7782,6250.4,1.1,1.0,1.0,2016.0,Transit,0
HD 105618 b,10.02245,2.44,5552.0,0.95,1.0,2.0,2022,Radial Velocity,1
Kepler-114 c,8.041347775,1.29,3980.0,0.54,1.0,3.0,2013,Transit,1
3322.01,1.0571733,12.0066,6307.0,2.53,1.0,1.0,2016.0,Transit,0
6715.01,2.8618782,3.9033641,4743.0,0.793587,1.0,1.0,2016.0,Transit,0
6148.01,8.3753156,11.1765,6134.6,1.76,1.0,1.0,2016.0,Transit,0
Kepler-1533 b,308.5471,2.36,6363.0,1.035,1.0,1.0,2016,Transit,1
K2-269 b,4.144937,1.4,5552.0,1.28,1.0,1.0,2018,Transit,1
Kepler-1998 b,3.03266154,0.66,5606.0,0.96,1.0,1.0,2023,Transit,1
K2-185 c,52.7099,2.48,5552.0,0.891,1.0,2.0,2018,Transit,1
6970.01,11.714447,11.53374,5165.0,0.885629,1.0,1.0,2016.0,Transit,0
HAT-P-29 b,5.7233773,2.44,6086.0,1.23052,2.0,1.0,2011,Transit,1
TOI-2134 b,9.2292078,3.21883,4406.0,0.77,1.0,2.0,2023,Transit,1
1834.01,1.2164402,16.0243,5610.0,1.02,1.0,1.0,2016.0,Transit,0
7074.01,4.6504794,18.8371,6274.0,2.34,1.0,1.0,2016.0,Transit,0
3588.01,3.7037478,14.1169,6688.0,2.2,1.0,1.0,2016.0,Transit,0
7106.01,2.7945508,13.7026,6345.0,1.56,1.0,1.0,2016.0,Transit,0
3136.01,2.6841894,21.16,5914.0,1.17,1.0,1.0,2016.0,Transit,0
K2-138 g,41.96645,3.18,5283.0,0.839,1.0,6.0,2021,Transit,1
6199.01,3.8311803,5.75003,5366.0,0.9,1.0,1.0,2016.0,Transit,0
TOI-1194 b,2.3106428,8.76741,5339.9,0.99,1.0,1.0,2023,Transit,1
6308.01,1.7555108,10.7893,4249.0,0.78,1.0,1.0,2016.0,Transit,0
Kepler-278 b,30.159863,4.23,4991.0,2.935,1.0,2.0,2014,Transit,1
1357.01,0.33759,2.96097,7387.0,1.37,1.0,1.0,2016.0,Transit,0
5232.01,4.0966887,12.9734,6212.0,1.74,1.0,1.0,2016.0,Transit,0
Kepler-267 b,3.354,2.11,5552.0,0.552,1.0,3.0,2014,Transit,1
4362.01,7.5480709,2.6024598,6688.0,1.57319,1.0,1.0,2016.0,Transit,0
5620.01,3.2856588,12.5808,4898.9,0.91,1.0,1.0,2016.0,Transit,0
HAT-P-1 b,4.4652986,14.5331,6051.2,1.18,2.0,1.0,2006,Transit,1
Kepler-939 b,14.878296,1.75,5471.0,0.85,1.0,1.0,2016,Transit,1
4098.01,1.1789842,5.02454,5650.0,1.37,1.0,1.0,2016.0,Transit,0
TOI-2587 A b,5.45664,12.07207221,5760.0,1.726,2.0,1.0,2023,Transit,1
4495.02,2.5693728,2.18392,6156.0,1.34,1.0,1.0,2016.0,Transit,0
5113.01,4.136488,2.75771,6113.0,1.39,1.0,1.0,2016.0,Transit,0
2728.01,1.7246234,15.5191,5776.0,1.37,1.0,1.0,2016.0,Transit,0
HD 63433 c,20.54381533218,2.57342831,5694.11,0.902932,1.0,3.0,2020,Transit,1
6231.01,24.8366994,8.57154,6334.0,0.89,1.0,1.0,2016.0,Transit,0
TOI-674 b,1.977143,5.25,3514.0,0.42,1.0,1.0,2021,Transit,1
2477.01,34.7769296,12.9584,7505.2,1.96,1.0,1.0,2016.0,Transit,0
3361.01,10.5634342,12.1545,4688.0,0.99,1.0,1.0,2016.0,Transit,0
5154.01,17.7256773,15.4613,6010.0,1.63,1.0,1.0,2016.0,Transit,0
2286.01,179.4031712,3.7472354,6863.0,1.4648,1.0,1.0,2016.0,Transit,0
6637.01,2.231293,15.38,6356.0,1.19,1.0,1.0,2016.0,Transit,0
4964.01,1.1167145,20.4041,6611.0,1.22,1.0,1.0,2016.0,Transit,0
6155.01,1.6029811,11.6345,6049.0,1.52,1.0,1.0,2016.0,Transit,0
Kepler-281 b,14.64613,2.2,5675.0,0.84,1.0,3.0,2014,Transit,1
1024.01,18.0157,21.644,4709.0,7.61,1.0,1.0,2016.0,Transit,0
GJ 806 c,6.64064,2.44,3600.0,0.4144,1.0,2.0,2023,Radial Velocity,1
K2-414 c,6.669,1.9287,4343.0,0.732,1.0,2.0,2022,Transit,1
Kepler-147 c,33.4160034,2.63,6010.0,1.26,1.0,2.0,2014,Transit,1
3414.01,9.7355768,9.29033,5033.0,1.81,1.0,1.0,2016.0,Transit,0
Kepler-1618 b,6.10826019,1.26,6620.0,1.65,1.0,1.0,2016,Transit,1
TOI-3785 b,4.6747373,5.14,3576.0,0.5,1.0,1.0,2023,Transit,1
4136.01,3.7630305,5.96705,6357.0,1.5,1.0,1.0,2016.0,Transit,0
Kepler-1861 b,40.0306267,2.44,5783.31,1.40729,1.0,1.0,2021,Transit,1
Kepler-1022 b,10.99469878,2.02,4302.0,0.586,1.0,1.0,2016,Transit,1
4292.01,1.7201092,9.82252,5878.0,1.13,1.0,1.0,2016.0,Transit,0
Kepler-870 b,21.35870629,2.44,5725.95,1.06759,1.0,1.0,2016,Transit,1
Kepler-1308 b,2.10433534,2.44,3505.0,0.480845,1.0,1.0,2016,Transit,1
3587.01,4.1584817,16.4644,7486.0,1.87,1.0,1.0,2016.0,Transit,0
Kepler-667 b,41.43954,4.7,5353.0,0.88,1.0,1.0,2016,Transit,1
507.01,0.8994677,17.1200078,3338.0,0.505078,1.0,1.0,2016.0,Transit,0
Kepler-1701 b,169.133455,2.008,5253.0,0.787,1.0,1.0,2020,Transit,1
1027.02,11.02875,2.76586,4272.0,0.68,1.0,1.0,2016.0,Transit,0
126.01,3.0354017,14.1334903,5751.0,1.07224,1.0,1.0,2016.0,Transit,0
3412.01,3.1405783,11.93,5636.0,1.26,1.0,1.0,2016.0,Transit,0
1575.01,2.4611008,12.3334,5429.5,1.63,1.0,1.0,2016.0,Transit,0
GJ 9827 d,6.20142,2.04,4219.0,0.622,1.0,3.0,2017,Transit,1
4511.01,20.9040576,4.53003,5708.0,1.0,1.0,1.0,2016.0,Transit,0
3844.01,0.896271,13.8677,5726.0,1.22,1.0,1.0,2016.0,Transit,0
4183.01,11.7915574,3.2687802,6407.0,1.24512,1.0,1.0,2016.0,Transit,0
Kepler-1757 b,19.65639342,2.83,5288.0,0.74,1.0,1.0,2021,Transit,1
GJ 9066 c,767.887,2.44,5552.0,0.95,1.0,1.0,2020,Radial Velocity,1
4129.01,3.2724973,5.6778,4279.0,0.75,1.0,1.0,2016.0,Transit,0
HD 64121 b,623.0,2.44,5078.0,5.44,1.0,1.0,2022,Radial Velocity,1
5985.01,2.4157665,1.5356382,4837.0,0.774575,1.0,1.0,2016.0,Transit,0
Kepler-1807 b,10.86060638,2.14,6455.0,1.496,1.0,1.0,2021,Transit,1
Kepler-1596 b,66.373298,2.44,5679.0,1.69595,1.0,1.0,2016,Transit,1
2405.01,1.9792573,4.1930997,4001.0,0.756551,1.0,1.0,2016.0,Transit,0
Kepler-17 b,1.48571127,14.82,5787.0,1.048,1.0,1.0,2011,Transit,1
7423.01,2.889977,2.56976,5949.0,1.26,1.0,1.0,2016.0,Transit,0
WASP-182 b,3.37711137153,8.61101065,5614.86,1.28017,1.0,1.0,2019,Transit,1
1620.01,1.5982014,2.28827,6594.0,1.49,1.0,1.0,2016.0,Transit,0
2043.01,12.0135752,3.7307,6178.0,1.23,1.0,1.0,2016.0,Transit,0
Kepler-125 c,5.775,0.76,3743.0,0.488,1.0,2.0,2014,Transit,1
Kepler-63 b,9.434151089,5.76,5649.0,0.91,1.0,1.0,2013,Transit,1
tau Cet g,20.0,2.44,5552.0,0.95,1.0,4.0,2017,Radial Velocity,1
HD 132406 b,893.0,2.44,5552.0,0.95,1.0,1.0,2007,Radial Velocity,1
4358.01,97.6087634,2.3777411,5830.0,0.823673,1.0,1.0,2016.0,Transit,0
2847.01,2.648845,11.66,5329.0,0.87,1.0,1.0,2016.0,Transit,0
1295.01,3.1968838,14.9685779,6470.0,1.59715,1.0,1.0,2016.0,Transit,0
3816.01,1.0358225,10.1292,6180.0,1.14,1.0,1.0,2016.0,Transit,0
3662.01,9.9908116,13.9288,7934.0,2.02,1.0,1.0,2016.0,Transit,0
681.01,15.7784931,18.2872401,7447.0,1.6898,1.0,1.0,2016.0,Transit,0
TOI-1824 b,22.808533,2.7438269,5165.0,0.8123,1.0,1.0,2024,Transit,1
7101.01,1.8471592,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
3572.01,2.7568649,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
TOI-1273 b,4.631296,11.09689089,5690.0,1.06,1.0,1.0,2024,Transit,1
3214.01,5.7759952,11.5628,5992.0,1.31,1.0,1.0,2016.0,Transit,0
Kepler-1790 b,31.5888979,2.44,6108.0,1.38843,1.0,1.0,2021,Transit,1
Qatar-7 b,2.032046,19.0553,6387.0,1.564,1.0,1.0,2019,Transit,1
WASP-43 b,0.813473978,11.276254,4500.0,0.6506,1.0,1.0,2011,Transit,1
Kepler-485 b,3.24325988,12.91,5823.0,1.013,1.0,1.0,2016,Transit,1
3383.01,9.7325799,14.8778005,6300.4,1.3728499,1.0,1.0,2016.0,Transit,0
789.03,8.0432343,1.2872781,3471.0,0.37114,1.0,1.0,2016.0,Transit,0
4700.01,2.2964514,2.44,4391.0,0.95,1.0,1.0,2016.0,Transit,0
1723.01,13.7270395,2.95921,5777.0,1.09,1.0,1.0,2016.0,Transit,0
3839.01,3.0193545,14.357,6341.0,1.42,1.0,1.0,2016.0,Transit,0
5750.01,1.9044134,12.8293,3952.0,0.63,1.0,1.0,2016.0,Transit,0
5845.01,1.9081122,18.193,8944.0,3.3,1.0,1.0,2016.0,Transit,0
TOI-2005 b,17.305904,11.99360935,7130.0,2.02,1.0,1.0,2025,Transit,1
HD 18599 b,4.1374354,2.6,5145.0,0.767,2.0,1.0,2022,Transit,1
Kepler-1388 d,20.9568158,2.43,3903.0,0.523,1.0,4.0,2016,Transit,1
Kepler-133 b,8.12997425,2.44,5734.01,1.62549,1.0,2.0,2014,Transit,1
7504.01,9.4715404,2.9723031,5216.0,0.841029,1.0,1.0,2016.0,Transit,0
7007.01,1.5342604,6.09992,8194.0,1.7,1.0,1.0,2016.0,Transit,0
865.01,0.7455787,3.402474,5181.0,1.19844,1.0,1.0,2016.0,Transit,0
3586.01,11.3201226,12.7584,4971.0,0.74,1.0,1.0,2016.0,Transit,0
Kepler-1632 b,448.303558,1.66,6070.0,0.812,1.0,1.0,2016,Transit,1
5001.01,5.069043,13.2155,6763.0,1.51,1.0,1.0,2016.0,Transit,0
1022.01,3.09574,3.4262,6084.0,1.41,1.0,1.0,2016.0,Transit,0
HIP 41378 g,62.06,2.44,6320.0,1.273,1.0,6.0,2025,Radial Velocity,1
6502.01,5.0711656,15.3998,7304.0,2.43,1.0,1.0,2016.0,Transit,0
6460.01,4.4044418,4.13545,5754.0,1.04,1.0,1.0,2016.0,Transit,0
Lupus-TR-3 b,3.91405,9.976,5000.0,0.82,1.0,1.0,2007,Transit,1
K2-208 b,4.190948,1.67866113,5582.0,0.862368,1.0,1.0,2018,Transit,1
7023.01,2.3404152,13.0087,6686.0,1.33,1.0,1.0,2016.0,Transit,0
4938.01,2.913692,13.5499,5816.0,0.97,1.0,1.0,2016.0,Transit,0
WASP-121 b,1.27492477,2.44,6459.0,1.458,1.0,1.0,2016,Transit,1
AU Mic b,8.4629991,2.44,5552.0,0.95,1.0,4.0,2020,Transit,1
HD 31527 c,51.2053,2.44,5898.0,0.95,1.0,3.0,2019,Radial Velocity,1
7458.01,16.2385246,2.5121124,5740.0,0.952085,1.0,1.0,2016.0,Transit,0
1430.01,7.4341456,1.97737,5064.0,0.78,1.0,1.0,2016.0,Transit,0
1563.01,1098.2258586,5.13949,4582.0,0.74,1.0,1.0,2016.0,Transit,0
HD 27894 c,36.07,2.44,5552.0,0.95,1.0,3.0,2017,Radial Velocity,1
6353.01,2.5048108,12.5335,6080.0,1.62,1.0,1.0,2016.0,Transit,0
5407.01,5.4683192,13.9823,6606.6,1.36,1.0,1.0,2016.0,Transit,0
7024.01,1.9639208,12.0421,3914.3,0.71,1.0,1.0,2016.0,Transit,0
1011.01,2.4704981,1.44656,5413.7,0.94,1.0,1.0,2016.0,Transit,0
5906.01,30.1181254,16.7776477,5809.0,1.1248,1.0,1.0,2016.0,Transit,0
K2-32 d,31.71922,3.75,5315.0,0.87,2.0,4.0,2016,Transit,1
1019.01,5.2341008,24.2931408,7645.0,1.56203,1.0,1.0,2016.0,Transit,0
360.01,8.0635,24.3071,5657.0,1.71,1.0,1.0,2016.0,Transit,0
2757.01,3.4813976,20.9129,6704.0,1.4,1.0,1.0,2016.0,Transit,0
6655.02,12.9587054,2.49711,5564.0,0.91,1.0,1.0,2016.0,Transit,0
4944.01,4.075051,9.4389,5674.0,0.87,1.0,1.0,2016.0,Transit,0
3831.01,1.7088305,2.44,5253.2,0.95,1.0,1.0,2016.0,Transit,0
3890.01,0.6203033,7.82821,6294.0,1.78,1.0,1.0,2016.0,Transit,0
TOI-2497 b,10.655669,11.14172682,7360.0,2.36,1.0,1.0,2023,Transit,1
1582.01,1.8932775,21.043,6904.3,2.04,1.0,1.0,2016.0,Transit,0
5272.01,5.0135727,9.19425,5930.0,1.56,1.0,1.0,2016.0,Transit,0
139.01,11.0708575,2.3337648,4356.0,0.700727,1.0,1.0,2016.0,Transit,0
731.01,0.3219233,2.66076,3518.0,0.46,1.0,1.0,2016.0,Transit,0
HATS-22 b,4.7228127,2.44,4803.0,0.689,1.0,1.0,2017,Transit,1
5545.01,1.9613369,15.8657793,4427.0,1.06738,1.0,1.0,2016.0,Transit,0
TOI-2406 b,3.0766891,2.86,3100.0,0.204,1.0,1.0,2021,Transit,1
Kepler-1208 b,11.08507637,2.32,5001.0,0.76,1.0,1.0,2016,Transit,1
Kepler-1290 b,4.69505576,1.49,5999.0,0.959,1.0,1.0,2016,Transit,1
HD 10180 e,49.745,2.44,5911.0,0.95,1.0,6.0,2010,Radial Velocity,1
1510.01,1.23852,7.11712,6524.0,3.4,1.0,1.0,2016.0,Transit,0
5950.01,6.4389303,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
K2-111 c,15.6805,2.44,5775.0,1.25,1.0,2.0,2020,Radial Velocity,1
4566.01,2.0844882,1.881105,4443.39,0.713304,1.0,1.0,2016.0,Transit,0
5844.01,6.0671557,6.40583,5737.0,1.36,1.0,1.0,2016.0,Transit,0
Kepler-329 c,18.6848377,2.44,4475.0,0.716897,1.0,2.0,2014,Transit,1
Kepler-228 b,2.566575,1.56,6014.0,0.94,1.0,3.0,2014,Transit,1
omi UMa b,1630.0,2.44,5242.0,14.1,2.0,1.0,2012,Radial Velocity,1
5310.01,11.2036244,6.17248,4329.8,0.81,1.0,1.0,2016.0,Transit,0
K2-254 c,12.11839,2.19,4629.0,0.67,1.0,2.0,2018,Transit,1
166.01,5.0611315,9.1484302,5254.0,1.00217,1.0,1.0,2016.0,Transit,0
1970.01,2.5599667,17.5040682,6432.2,1.56996,1.0,1.0,2016.0,Transit,0
Kepler-1859 b,2.7296036,2.44,5845.23,1.16465,1.0,2.0,2021,Transit,1
1346.01,5.5025577,2.7049797,4965.0,0.784109,1.0,1.0,2016.0,Transit,0
WASP-154 b,3.8123614,11.0835,4780.0,0.82,1.0,1.0,2025,Transit,1
K2-151 b,3.835476,1.49,3695.0,0.45,2.0,1.0,2018,Transit,1
Kepler-680 b,3.689926291,1.96,5880.0,0.917,1.0,1.0,2016,Transit,1
2584.01,4.6965638,16.2589,6502.7,1.43,1.0,1.0,2016.0,Transit,0
4854.01,3.9230475,9.13123,5620.0,1.28,1.0,1.0,2016.0,Transit,0
HIP 116454 b,9.1004157,2.469,5048.0,0.758,2.0,1.0,2014,Transit,1
TOI-2580 b,3.39775,17.37392009,6120.0,1.81,1.0,1.0,2024,Transit,1
517.01,9.8850244,11.9173601,5522.0,0.819196,1.0,1.0,2016.0,Transit,0
767.01,3.764873,13.95182,5703.0,0.92,1.0,1.0,2016.0,Transit,0
HD 151450 b,21.89288,2.44,5552.0,0.95,1.0,2.0,2022,Radial Velocity,1
489.01,3.6466612,13.2844134,6096.0,1.35672,1.0,1.0,2016.0,Transit,0
5880.01,3.1162505,15.0692,6244.0,1.42,1.0,1.0,2016.0,Transit,0
2711.01,5.7604868,14.0917,5530.3,1.12,1.0,1.0,2016.0,Transit,0
HD 183263 c,5010.0,2.44,5875.99,1.293337,1.0,2.0,2008,Radial Velocity,1
HD 105618 c,77114.07158,2.44,5552.0,0.95,1.0,2.0,2022,Radial Velocity,1
HATS-42 b,2.29210275,2.44,6060.0,1.48,1.0,1.0,2018,Transit,1
1737.01,14.4479828,2.79468,6669.0,1.95,1.0,1.0,2016.0,Transit,0
MOA-2009-BLG-266L b,2800.0,2.44,5552.0,0.95,1.0,1.0,2011,Microlensing,1
TOI-270 c,5.660172,2.42,3386.0,0.38,1.0,3.0,2019,Transit,1
HATS-54 b,2.5441765,11.37711541,5621.0,1.23,1.0,1.0,2019,Transit,1
4067.01,3.6772391,13.2496189,5801.0,1.11792,1.0,1.0,2016.0,Transit,0
6405.01,6.7392054,8.73795,4557.0,0.77,1.0,1.0,2016.0,Transit,0
Kepler-546 b,4.1470198,6.6,5781.0,1.16,1.0,1.0,2016,Transit,1
4942.01,7.9248476,7.01304,6274.0,1.22,1.0,1.0,2016.0,Transit,0
6685.01,10.7715898,4.1568836,6055.0,1.1335599,1.0,1.0,2016.0,Transit,0
2042.01,2.41872,7.23529,6535.0,2.16,1.0,1.0,2016.0,Transit,0
1640.01,1.9495403,1.3929217,3414.0,0.260187,1.0,1.0,2016.0,Transit,0
HD 137496 c,479.9,2.44,5799.0,1.59,1.0,2.0,2021,Radial Velocity,1
695.01,21.3764237,2.6824173,5591.0,0.811463,1.0,1.0,2016.0,Transit,0
TOI-4559 b,3.965991,1.415,3558.0,0.374,1.0,1.0,2024,Transit,1
HD 23472 e,7.9076222,0.969819,4813.0,0.69,1.0,5.0,2022,Transit,1
Kepler-430 c,110.980793006,2.44,5959.75,1.34348,1.0,2.0,2015,Transit,1
Kepler-1954 b,5.88350251,1.27,5840.0,0.849,1.0,1.0,2021,Transit,1
4323.01,14.6762658,2.8523348,3414.0,0.458861,1.0,1.0,2016.0,Transit,0
Kepler-372 d,30.0904877,2.42,6146.0,1.18,1.0,3.0,2014,Transit,1
TOI-2096 b,3.1190633,1.243,3300.0,0.235,1.0,2.0,2023,Transit,1
SWEEPS-4 b,4.2,9.079,5552.0,1.18,1.0,1.0,2006,Transit,1
HD 181234 b,7504.0,2.44,5372.83,1.059423,1.0,1.0,2019,Radial Velocity,1
HD 41004 B b,1.328199,2.44,5552.0,0.95,2.0,2.0,2003,Radial Velocity,1
6047.01,2.0814345,14.7083576,5583.0,0.9697,1.0,1.0,2016.0,Transit,0
K2-349 b,9.029,2.44,5274.0,0.786068,1.0,1.0,2021,Transit,1
2842.01,3.5514016,11.8731,6019.0,1.26,1.0,1.0,2016.0,Transit,0
401.01,2.48548,1.28248,5928.0,0.96,1.0,1.0,2016.0,Transit,0
7136.01,5.6897753,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
1528.01,9.9385448,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
HD 18015 b,2278.0,2.44,5603.0,3.13,1.0,1.0,2018,Radial Velocity,1
6377.01,1.6513066,9.54979,5887.6,1.47,1.0,1.0,2016.0,Transit,0
WASP-136 b,5.2153571,2.44,6260.0,2.21,1.0,1.0,2016,Transit,1
4199.01,4.4466179,16.7023,6534.0,1.85,1.0,1.0,2016.0,Transit,0
5619.01,37.9984529,7.69928,5839.5,1.38,1.0,1.0,2016.0,Transit,0
Kepler-1050 b,15.3787546,1.51,6086.0,1.052,1.0,2.0,2016,Transit,1
Kepler-936 b,10.56134221,1.45,5482.0,0.89,1.0,1.0,2016,Transit,1
KOI-142 c,22.3395,2.44,5471.0,0.88,1.0,3.0,2013,Transit Timing Variations,1
6561.01,3.1739329,15.5264,4999.0,3.95,1.0,1.0,2016.0,Transit,0
Kepler-257 b,2.382666,2.0,5058.0,0.75,1.0,3.0,2014,Transit,1
7472.01,1.6096874,14.8160349,6472.0,1.14583,1.0,1.0,2016.0,Transit,0
TOI-544 c,50.089,2.44,4169.0,0.623,1.0,2.0,2023,Radial Velocity,1
Kepler-338 c,24.310856,2.34,5923.0,1.735,1.0,4.0,2014,Transit,1
TOI-1716.01,8.082376554,3.143,5879.0,1.24,1.0,1.0,2024,Transit,1
5295.01,4.3023572,10.2749,3504.0,0.58,1.0,1.0,2016.0,Transit,0
Kepler-10 b,0.8374907,1.47,5708.0,1.065,1.0,3.0,2011,Transit,1
982.01,6.3037582,13.147,8502.0,3.08,1.0,1.0,2016.0,Transit,0
7442.01,2.6358758,14.7769,6639.0,1.78,1.0,1.0,2016.0,Transit,0
TOI-2193 A b,2.12236725101,12.98143672,6079.0,1.19653,2.0,1.0,2022,Transit,1
Kepler-285 c,6.18666218,1.11,5400.0,0.801,1.0,2.0,2014,Transit,1
Kepler-1739 b,7.34372235,2.44,5703.0,0.871746,1.0,1.0,2021,Transit,1
5507.01,1.5068165,0.9740062,3514.0,0.356879,1.0,1.0,2016.0,Transit,0
HD 177830 b,407.37,2.44,4744.94,3.576443,2.0,2.0,1999,Radial Velocity,1
TOI-6223 b,3.855219,5.07,3895.0,0.576,1.0,1.0,2025,Transit,1
359.01,16.45209,8.62362,5573.0,1.85,1.0,1.0,2016.0,Transit,0
870.01,22.0379547,2.335104,3927.0,0.611136,1.0,1.0,2016.0,Transit,0
K2-266 e,19.48348329613,3.54834332,4362.0,0.733789,2.0,4.0,2018,Transit,1
6249.01,1092.002299,3.1384101,4813.0,0.751037,1.0,1.0,2016.0,Transit,0
Kepler-162 b,6.919723,1.34,5838.0,0.98,1.0,2.0,2014,Transit,1
602.01,11.0998745,27.7781976,10633.0,2.5065,1.0,1.0,2016.0,Transit,0
HAT-P-58 b,4.0138358,2.44,5552.0,0.95,1.0,1.0,2021,Transit,1
926.01,1.7957918,7.76436,5658.4,2.61,1.0,1.0,2016.0,Transit,0
Kepler-1742 b,49.47798785,2.44,5582.0,0.865348,1.0,1.0,2021,Transit,1
5342.01,0.5894678,8.96055,5946.0,2.39,1.0,1.0,2016.0,Transit,0
1386.01,25.8386422,4.31235,5769.0,1.03,1.0,1.0,2016.0,Transit,0
Kepler-1991 c,22.79009217,2.44,5477.0,0.980207,1.0,2.0,2023,Transit,1
Kepler-1941 b,31.3351094,1.99,6404.0,1.142,1.0,1.0,2021,Transit,1
K2-14 b,8.36779,8.51,5552.0,0.708,1.0,1.0,2015,Transit,1
Kepler-770 c,1.475322314,0.95,5513.0,0.753,1.0,3.0,2016,Transit,1
4538.02,3.4715644,2.65245,5144.5,0.77,1.0,1.0,2016.0,Transit,0
Kepler-783 c,7.05393969,2.44,5411.49,0.872088,1.0,2.0,2020,Transit,1
1618.01,2.1679,5.32848,10596.0,2.0,1.0,1.0,2016.0,Transit,0
Kepler-267 c,6.87745,2.13,4258.0,0.555,1.0,3.0,2014,Transit,1
Kepler-335 b,6.56225728,1.69,6003.0,0.932,1.0,2.0,2014,Transit,1
2024.01,2.8758831,8.33267,6084.0,1.46,1.0,1.0,2016.0,Transit,0
3051.01,2.9489639,11.3327,6506.0,2.15,1.0,1.0,2016.0,Transit,0
Kepler-1419 b,42.5215895,2.86,5796.0,1.01,1.0,1.0,2016,Transit,1
3867.01,5.7310859,11.8502,5552.1,1.07,1.0,1.0,2016.0,Transit,0
GJ 273 c,4.7234,2.44,3382.0,0.293,1.0,2.0,2017,Radial Velocity,1
3693.01,9.0881638,12.8974,5211.0,0.8,1.0,1.0,2016.0,Transit,0
3247.01,5.3305676,15.5434,6076.0,2.01,1.0,1.0,2016.0,Transit,0
Kepler-432 b,52.50101454,2.44,4981.99,3.96613,2.0,2.0,2015,Transit,1
7534.01,14.0287826,5.2826705,6067.0,1.53433,1.0,1.0,2016.0,Transit,0
Kepler-263 c,47.33304842,2.44,5188.56,0.731962,1.0,2.0,2014,Transit,1
1312.01,11.0765063,12.8076,6460.0,1.86,1.0,1.0,2016.0,Transit,0
5297.01,3.3014986,11.7342,6311.9,1.53,1.0,1.0,2016.0,Transit,0
4445.01,4.2253498,8.8893197,5501.0,1.03122,1.0,1.0,2016.0,Transit,0
3922.01,3.8960617,12.1401,5247.0,0.8,1.0,1.0,2016.0,Transit,0
Kepler-95 b,11.523069953,3.13,5699.0,1.415,1.0,1.0,2014,Transit,1
NGC 2682 YBP 1194 b,6.959,2.44,5780.0,0.95,1.0,1.0,2014,Radial Velocity,1
201.02,5.8492379,1.18919,6461.8,1.33,1.0,1.0,2016.0,Transit,0
5783.01,5.4459647,2.77011,5483.0,0.93,1.0,1.0,2016.0,Transit,0
5609.01,4.019251,13.7216,5904.0,1.16,1.0,1.0,2016.0,Transit,0
5398.02,4.7728997,3.30213,6017.1,1.05,1.0,1.0,2016.0,Transit,0
HD 143361 b,1046.2,2.44,5505.0,0.99,1.0,1.0,2008,Radial Velocity,1
7119.01,2.5933417,15.3451,6258.1,1.57,1.0,1.0,2016.0,Transit,0
5041.01,0.733892,12.8031517,3423.0,0.438708,1.0,1.0,2016.0,Transit,0
K2-320 b,1.995,2.62,3157.0,0.3,1.0,1.0,2020,Transit,1
Kepler-571 b,4.798625,2.46,5604.0,0.82,1.0,1.0,2016,Transit,1
1908.01,3.65688,12.8031,6239.0,1.53,1.0,1.0,2016.0,Transit,0
Kepler-1995 b,73.7579317,4.23,5029.0,0.93,1.0,1.0,2023,Transit,1
6607.01,11.1860909,10.3662,6520.0,1.69,1.0,1.0,2016.0,Transit,0
KOI-351 g,210.5935133,2.44,6031.13,1.24773,1.0,8.0,2013,Transit,1
WASP-188 b,5.748916,14.81827249,6850.0,1.83,1.0,1.0,2025,Transit,1
Kepler-1814 b,2.935359333,2.62,4922.0,0.823,1.0,2.0,2021,Transit,1
467.01,1.734422,4.24151,5890.0,0.94,1.0,1.0,2016.0,Transit,0
HD 94890 b,824.61,2.44,4867.0,10.71,1.0,2.0,2025,Radial Velocity,1
HD 23472 f,12.1623316,1.15643,4813.0,0.69,1.0,5.0,2022,Transit,1
4396.01,7.4398211,5.48138,5822.0,1.45,1.0,1.0,2016.0,Transit,0
Kepler-1435 b,4.45343281,0.86,6356.0,1.32,1.0,1.0,2016,Transit,1
1039.01,4.420125,2.44,5552.0,0.95,1.0,1.0,2016.0,Transit,0
818.01,3.118536,11.857124,5700.0,0.95,1.0,1.0,2016.0,Transit,0
6880.01,14.9166631,1.92053,5434.0,0.81,1.0,1.0,2016.0,Transit,0
HD 4732 b,360.2,2.44,4959.0,5.4,2.0,2.0,2012,Radial Velocity,1
837.01,8.3249172,7.0011,6513.0,1.01,1.0,1.0,2016.0,Transit,0
412.01,1.1096992,9.33715,8666.0,3.13,1.0,1.0,2016.0,Transit,0
